id,category,parameter,value,unit,status,validationState,productionEligible,source,note
CHAR-ENG-0125,face,nose_width_03,62.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0126,face,mouth_width_03,71.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0127,face,philtrum_length_03,79.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0128,face,chin_height_03,88.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0129,face,chin_projection_03,96.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0130,face,brow_to_eye_03,105.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0131,face,eye_spacing_04,23.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0132,face,eye_width_04,31.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0133,face,eye_height_04,40.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0134,face,nose_length_04,48.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0135,face,nose_width_04,57.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0136,face,mouth_width_04,65.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0137,face,philtrum_length_04,74.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0138,face,chin_height_04,82.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0139,face,chin_projection_04,91.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0140,face,brow_to_eye_04,99.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0141,face,eye_spacing_05,108.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0142,face,eye_width_05,26.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0143,face,eye_height_05,34.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0144,face,nose_length_05,43.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0145,face,nose_width_05,51.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0146,face,mouth_width_05,60.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0147,face,philtrum_length_05,68.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0148,face,chin_height_05,77.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0149,face,chin_projection_05,85.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0150,face,brow_to_eye_05,94.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0151,neck_shoulders,neck_height_01,45.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0152,neck_shoulders,neck_width_01,53.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0153,neck_shoulders,neck_depth_01,62.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0154,neck_shoulders,shoulder_width_01,70.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0155,neck_shoulders,clavicle_span_01,79.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0156,neck_shoulders,trapezius_height_01,87.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0157,neck_shoulders,shoulder_drop_L_01,96.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0158,neck_shoulders,shoulder_drop_R_01,104.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0159,neck_shoulders,deltoid_depth_01,22.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0160,neck_shoulders,upper_chest_width_01,31.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0161,neck_shoulders,neck_height_02,39.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0162,neck_shoulders,neck_width_02,48.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0163,neck_shoulders,neck_depth_02,56.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0164,neck_shoulders,shoulder_width_02,65.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0165,neck_shoulders,clavicle_span_02,73.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0166,neck_shoulders,trapezius_height_02,82.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0167,neck_shoulders,shoulder_drop_L_02,90.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0168,neck_shoulders,shoulder_drop_R_02,99.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0169,neck_shoulders,deltoid_depth_02,107.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0170,neck_shoulders,upper_chest_width_02,25.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0171,neck_shoulders,neck_height_03,34.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0172,neck_shoulders,neck_width_03,42.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0173,neck_shoulders,neck_depth_03,51.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0174,neck_shoulders,shoulder_width_03,59.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0175,neck_shoulders,clavicle_span_03,68.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0176,neck_shoulders,trapezius_height_03,76.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0177,neck_shoulders,shoulder_drop_L_03,85.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0178,neck_shoulders,shoulder_drop_R_03,93.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0179,neck_shoulders,deltoid_depth_03,102.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0180,neck_shoulders,upper_chest_width_03,20.0,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
CHAR-ENG-0181,neck_shoulders,neck_height_04,28.5,mm,CANDIDATE_TARGET,UNVALIDATED,False,Not measured/supported by latest report; candidate engineering reference only,"CANDIDATE_TARGET: engineering candidate only, not measured by ONIQ and not a production gate"
